"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_is_foreign","dnt_objectType_encoded","source_eng_company_address","source_ua_sameRegLivingAddress","source_eng_company_name","source_ukr_fullname","source_eng_company_code","person","source_ukr_company_name","dnt_sizeIncome_hidden","incomeSource","otherObjectType","source_eng_fullname","source_ua_company_code","source_ua_company_name","source_ua_lastname","iteration","source_ua_firstname","source_citizen","sizeIncome","source_ukr_company_address","source_ua_middlename","objectType","object_id","ownershipType","otherOwnership","percent.ownership","source_ua_company_code_extendedstatus","source_ua_actualAddress_extendedstatus","source_ua_taxNumber_extendedstatus","source_ua_birthday_extendedstatus","incomeSource_extendedstatus","source_citizen_extendedstatus","source_ua_regAddress_extendedstatus","sizeIncome_extendedstatus","source_eng_company_code_extendedstatus","source_eng_company_address_extendedstatus","source_ukr_company_address_extendedstatus","source_ua_middlename_extendedstatus","source_ua_lastname_extendedstatus","source_ua_firstname_extendedstatus","otherObjectType_extendedstatus","source_ua_company_name_extendedstatus","objectType_extendedstatus","source_eng_birthday_extendedstatus","source_eng_regAddress_extendedstatus","source_eng_fullname_extendedstatus","source_eng_taxNumber_extendedstatus","source_ukr_regAddress_extendedstatus","declarant","subjectRelation"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","pension","","","","","","1477405877417","","FALSE","j","","","41249879","Управління пенсійного фонду України в Миколаєвському районі Львівської області ","","1477670916018","","Юридична особа, зареєстрована в Україні",19588,"","","Пенсія","1477670916018","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Розалія Ільківна","мати"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","pension","","","","","","1477405803885","","FALSE","j","","","41249879","пенсійного фонду України в Миколаєвському районі Львівської області ","","1477670397258","","Юридична особа, зареєстрована в Україні",36978,"","","Пенсія","1477670397258","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Федір Семенович","батько"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Управління справами Верховної Ради України","","1477651207046","","Юридична особа, зареєстрована в Україні",237880,"","","Заробітна плата отримана за основним місцем роботи","1477651207046","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Андрій Федорович",NA
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","other","","TRUE","","","","1","","FALSE","j","","","","","Дахній","1521551523554","Ірина","Громадянин України",450700,"","Володимирівна","Дохід від відчуження рухомого майна ( крім цінних паперів та корпоративних прав)","1521551523554","Власність","",NA,NA,"2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Андрій Федорович",NA
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","business","","","","","","1477405213563","","FALSE","1477405213563","","","","","","1477668727733","","",828740,"","","Дохід від зайняття підприємницькою діяльністю","1477668727733","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Наталія Ігорівна","дружина"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","other","","FALSE","","","","1477405213563","","FALSE","j","","","","","Лазорко","1521816987381","Назарій","Громадянин України",167765,"","Ярославович","Дохід від відчуження рухомого майна ( крім цінних паперів та корпоративних прав)","1521816987381","Власність","",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Наталія Ігорівна","дружина"
"Антонищак Андрій Федорович","Верховна Рада України","народний депутат України","nacp_c21a1cac-9b92-4348-9322-d870e539b092","Антонищак","FALSE","Федорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c21a1cac-9b92-4348-9322-d870e539b092","Андрій","FALSE","business","","","","","","1477405687214","","FALSE","1477405687214","","","","","","1521549171250","","",513965,"","","Дохід від зайняття підприємницькою діяльністю","1521549171250","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Антонищак Сергій Андрійович","син"
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","TRUE","other","Avenue de l'Europe, 67000 Strasbourg FRANCE","","Parliamentary Assembly of Council of Europe","","778860080","1","Парламентська Асамблея Ради Європи","FALSE","j","компенсація за діяльність в рамках ПАРЄ, в ЄВРО","","","","","1476951753956","","Юридична особа, зареєстрована за кордоном",1774,"Авеню де л'Юроп 67000 Страсбург ФРАНЦІЯ","","Інше","1476951753956","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","royalty","","","","","","1476948529010","","FALSE","j","","","31173023","Приватне Підприємство ""Графіт""","","1476951856238","","Юридична особа, зареєстрована в Україні",30946,"","","Роялті","1476951856238","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фіцич Наталія  Степанівна","дружина"
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","salarymain","","","","","","1476948529010","","FALSE","j","","","04948693","ТОВ ""Телеканал ""ПРЯМИЙ""","","1522078286230","","Юридична особа, зареєстрована в Україні",66400,"","","Заробітна плата отримана за основним місцем роботи","1522078286230","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фіцич Наталія  Степанівна","дружина"
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","business","","","","","","1476948529010","","FALSE","1476948529010","","","","","","1489599989678","","",96000,"","","Дохід від зайняття підприємницькою діяльністю","1489599989678","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фіцич Наталія  Степанівна","дружина"
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","other","","","","","","1476948529010","","FALSE","j","Спонсорство виробництва відеопрограми","","39758223","ТОВ ""Імідж Пікчерс""","","1489598930288","","Юридична особа, зареєстрована в Україні",130000,"","","Інше","1489598930288","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Фіцич Наталія  Степанівна","дружина"
"Ар'єв Володимир Ігорович","Верховна Рада України","народний депутат України","nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Ар'єв","FALSE","Ігорович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_23200a41-d9c1-44a6-a6c0-963701838d03","Володимир","FALSE","salarymain","","","","","","1","","FALSE","j","","","20064120","Верховна Рада України","","1476951548607","","Юридична особа, зареєстрована в Україні",237503,"","","Заробітна плата отримана за основним місцем роботи","1476951548607","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ар'єв Володимир Ігорович",NA
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","Арешонков","FALSE","Юрійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Володимир","FALSE","pension","","","","","","1","","FALSE","j","","","40380333","Житомирське об'єднане управління Пенсійного фонду України в Житомирській області","","1521659438399","","Юридична особа, зареєстрована в Україні",76683,"","","Пенсія","1521659438399","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Арешонков Володимир Юрійович",NA
"Арешонков Володимир Юрійович","Верховна Рада України","Народний депутат України","nacp_768dd957-8066-4215-8143-4d852f28baaa","Арешонков","FALSE","Юрійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_768dd957-8066-4215-8143-4d852f28baaa","Володимир","FALSE","other","","","","","","1","","FALSE","j","Компенсація вартості винайму готельного номера відповідно до частини першої статті 35 та частини четвертої статті 32 Закону України Про статус народного депутата України","","20064120","Управління справами Апарату Верховної Ради України","","1477523771422","","Юридична особа, зареєстрована в Україні",191080,"","","Інше","1477523771422","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Арешонков Володимир Юрійович",NA
